trial_number,value_for_optimization,fold_metrics
62,0.9094150754808672,"[0.9234629861982434, 0.9109677419354839, 0.9232704402515723, 0.8911917098445595, 0.9125964010282777, 0.9086161879895561, 0.8976982097186701, 0.9156010230179028, 0.9051833122629582, 0.9055627425614489]"
63,0.9103515150499639,"[0.9223057644110275, 0.9156010230179028, 0.9302915082382763, 0.8931788931788932, 0.9153846153846154, 0.9041450777202072, 0.8954081632653061, 0.9193341869398207, 0.9074778200253485, 0.9003880983182406]"
64,0.9107844916809237,"[0.9234629861982434, 0.9149484536082474, 0.9221105527638191, 0.8943298969072165, 0.9177377892030848, 0.9090909090909091, 0.8931297709923665, 0.9183673469387755, 0.9088607594936708, 0.9058064516129032]"
65,0.9055263591093835,"[0.9182389937106918, 0.9058064516129032, 0.9191919191919192, 0.890038809831824, 0.9151670951156813, 0.9015544041450777, 0.8919949174078781, 0.9053708439897699, 0.9060913705583756, 0.9018087855297158]"
66,0.9045936650118213,"[0.9118387909319899, 0.910025706940874, 0.9201520912547528, 0.8828828828828829, 0.9067688378033205, 0.9033942558746736, 0.8948035487959443, 0.9081632653061225, 0.9070063694267516, 0.9009009009009009]"
67,0.8898431053128235,"[0.9011553273427471, 0.8717277486910995, 0.9118773946360154, 0.8923476005188068, 0.8833551769331586, 0.8753315649867374, 0.8914431673052363, 0.8980645161290323, 0.8860103626943006, 0.8871181938911022]"
68,0.9002448228983612,"[0.9093198992443325, 0.8992248062015504, 0.9102402022756005, 0.8903394255874674, 0.9067357512953368, 0.891218872870249, 0.8900255754475703, 0.9009009009009009, 0.8996188055908514, 0.9048239895697523]"
69,0.9066839308034303,"[0.9180327868852459, 0.9151670951156813, 0.9215189873417722, 0.8946684005201561, 0.9076923076923077, 0.9033942558746736, 0.8936708860759494, 0.9132653061224489, 0.9021601016518425, 0.8972691807542262]"
70,0.9083949228299628,"[0.9211514392991239, 0.9107373868046572, 0.922882427307206, 0.8909090909090909, 0.9119170984455959, 0.9064935064935065, 0.8979591836734694, 0.9114249037227214, 0.9063291139240506, 0.9041450777202072]"
71,0.910470809328028,"[0.929471032745592, 0.9111969111969112, 0.9308176100628931, 0.8940568475452196, 0.9128205128205128, 0.9012987012987013, 0.8962868117797695, 0.9183673469387755, 0.9111675126903553, 0.8992248062015504]"
72,0.9122893542326735,"[0.9217171717171717, 0.9159120310478654, 0.9331651954602774, 0.8975356679636836, 0.9114249037227214, 0.9119170984455959, 0.8919949174078781, 0.9209183673469388, 0.9150823827629911, 0.9032258064516129]"
73,0.9095508297604944,"[0.9180327868852459, 0.9163449163449163, 0.9240506329113924, 0.8911917098445595, 0.9104859335038363, 0.9114583333333334, 0.8914431673052363, 0.9181585677749361, 0.9142125480153649, 0.9001297016861219]"
74,0.9122749150282017,"[0.9232704402515723, 0.9207161125319693, 0.9382093316519546, 0.8952134540750324, 0.9139922978177151, 0.9045751633986928, 0.8928571428571429, 0.9183673469387755, 0.9134860050890585, 0.9020618556701031]"
